#blinkered/dropped/1 words=310362
ABAJURA	2	fw2,lz:tur_news_2023_1M	30,1
ABAJURLAR	2	fw2,wiki:tr	328,10
ABAJURLARI	2	fw2,ia	48,1
ABAJURLARIN	2	fw2,wiki:tr	35,3
ABAJURLARLA	2	fw2,wiki:tr	16,1
ABAKÜSE	2	fw2,wiki:tr	13,2
ABAKÜSLE	2	fw2,wiki:tr	29,3
ABAKÜSÜ	2	fw2,wiki:tr	52,8
ABAKÜSÜN	2	fw2,wiki:tr	37,7
ABAKÜSÜNÜ	2	fw2,wiki:tr	2,1
ABANDIĞINI	2	fw2,ia	5,2
ABANDIKÇA	2	fw2,ia	31,1
ABANDONE	2	fw2,wiki:tr	68,2
ABANIP	2	fw2,ia	65,3
ABANIYORDU	2	fw2,ia	14,1
ABANMA	2	fw2,ia	24,5
ABANMASI	2	fw2,ia	18,1
ABANMIŞTI	2	fw2,ia	9,1
ABARTABİLİR	2	fw2,wiki:tr	48,2
ABARTABİLİRLER	2	fw2,wiki:tr	12,1
ABARTALI	2	fw2,ia	10,1
ABARTALIM	2	fw2,ia	43,3
ABARTANLAR	2	fw2,ia	63,21
ABARTILAMAZ	2	fw2,wiki:tr	28,2
ABARTILDIĞINA	2	fw2,wiki:tr	19,8
ABARTILDIĞINDAN	2	fw2,wiki:tr	9,1
ABARTILDIĞININ	2	fw2,wiki:tr	6,1
ABARTILMADAN	2	fw2,ia	99,1
ABARTILMADI	2	fw2,ia	4,2
ABARTILMADIĞI	2	fw2,ia	76,1
ABARTILMAKTA	2	fw2,wiki:tr	18,2
ABARTILMAMIŞ	2	fw2,ia	52,1
ABARTILMASINI	2	fw2,wiki:tr	35,3
ABARTILMAYACAK	2	fw2,wiki:tr	15,1
ABARTILMAZ	2	fw2,wiki:tr	18,1
ABARTILMIŞI	2	fw2,wiki:tr	1,1
ABARTILSA	2	fw2,wiki:tr	14,3
ABARTIM	2	fw2,ia	10,1
ABARTIRIM	2	fw2,tat	13,1
ABARTIRIZ	2	fw2,wiki:tr	17,1
ABARTIRSAK	2	fw2,ia	28,2
ABARTIRSIN	2	fw2,tat	2,1
ABARTISINI	2	fw2,wiki:tr	8,2
ABARTIYORLAR	2	fw2,ia	119,1
ABARTIYORMUŞ	2	fw2,ia	1,1
ABARTMADA	2	fw2,wiki:tr	4,1
ABARTMADI	2	fw2,wiki:tr	10,1
ABARTMADIĞIMDAN	2	fw2,ia	2,1
ABARTMADIM	2	fw2,ia	23,1
ABARTMADIN	2	fw2,ia	8,1
ABARTMADIR	2	fw2,ia	15,2
ABARTMAM	2	fw2,tat	37,1
ABARTMAMASI	2	fw2,ia	15,2
